lon,lat,thin
113.9032517,22.70169579,0.42
113.9026718,22.70167997,0.42
113.9022445,22.70184287,0.42
113.9022205,22.70185026,0.42
113.9021956,22.70185586,0.42
113.9020413,22.70184557,0.42
113.9020176,22.70183743,0.42
113.9017963,22.70172095,0.42
113.899897,22.70117462,0.42
113.8997995,22.70117765,0.42
113.8998853,22.70115407,0.42
113.9001812,22.70110294,0.42
113.9008528,22.70127073,0.42
113.901492,22.70145038,0.42
113.9015601,22.70147333,0.42
113.9017412,22.7015798,0.42
113.9022205,22.70168798,0.42
113.902542,22.7017687,0.42
113.9027258,22.70183513,0.42
113.9027945,22.70186015,0.42
113.9028177,22.70186749,0.42
113.9028412,22.70187383,0.42
113.9030232,22.70193993,0.42
113.9037428,22.70206198,0.42
113.9043433,22.70211641,0.42
113.904727,22.70223029,0.42
113.90503,22.70231685,0.42
113.9053189,22.70237803,0.42
113.905343,22.7023831,0.42
113.906473,22.70270851,0.42
113.9065381,22.70274198,0.42
113.9067357,22.70283298,0.42
113.9067975,22.70286543,0.42
113.9071845,22.70291227,0.42
113.9066215,22.70293596,0.42
113.9065473,22.70290472,0.42
113.9065217,22.70289644,0.42
113.9064702,22.70288077,0.42
